27565002	12.3681481	-1.5270853	city	Ouagadougou	No data	Уагадугу	1475223	"name":"Ouagadougou","is_in":"Ouagadougou;Kadiogo;Centre;Burkina Faso;Africa","place":"city","source":"Institut Géographique du Burkina","capital":"yes","name:am":"ዋጋዱጉ","name:ar":"واغادوغو","name:az":"Uaqaduqu","name:be":"Уагадугу","name:bg":"Уагадугу","name:bo":"ཨོ་འ་ག་དོའུ་གོའུ།","name:cv":"Уагадугу","name:de":"Ouagadougou","name:el":"Ουαγκαντουγκού","name:eo":"Uagaduguo","name:es":"Uagadugú","name:eu":"Uagadugu","name:fa":"اوآگادوگو","name:gl":"Uagadugú - Ouagadougou","name:he":"ואגאדוגו","name:hu":"Ouagadougou","name:hy":"Ուագադուգու","name:is":"Ouagadougou","name:ja":"ワガドゥグー","name:ka":"უაგადუგუ","name:ko":"와가두구","name:ky":"Уагадугу","name:la":"Uagadugum","name:lt":"Uagadugu","name:lv":"Vagadugu","name:mk":"Уагадугу","name:mr":"वागाडुगू","name:pl":"Wagadugu","name:ru":"Уагадугу","name:rw":"Wagadugu","name:sr":"Уагадугу","name:sv":"Ouagadougou","name:sw":"Wagadugu","name:ta":"வாகடூகு","name:tg":"Уагадугу","name:th":"วากาดูกู","name:uk":"Уагадугу","name:ur":"اواگادوگو","name:zh":"瓦加杜古","int_name":"Ouagadougou","name:ckb":"ئۆئاگادۆگۆ","name:mrj":"Уагадугу","name:nah":"Uagadugu","name:nov":"Uagadugu","name:pnb":"اوگاڈوگو","name:udm":"Уагадугу","old_name":"Wagadugu","wikipedia":"fr:Ouagadougou","population":"1475223","admin_level":"2","alt_name:de":"Wagadugu","is_in:region":"Centre","is_in:country":"Burkina Faso","name:be-x-old":"Уагадугу","is_in:province":"Kadiogo","is_in:continent":"Africa","is_in:department":"Ouagadougou","is_in:region_code":"11","is_in:country_code":"BF","is_in:province_code":"11"
27565020	31.1990035	29.8943785	city	الإسكندرية	Alexandria	Александрия	4546231	"ele":"5","int_name":"Alexandria","is_in":"Egypt","is_in:continent":"Africa","is_in:country":"Egypt","is_in:country_code":"EG","is_in:iso_3166_2":"EG-ALX","name":"الإسكندرية","name:ar":"الإسكندرية","name:ca":"Alexandria","name:cs":"Alexandrie","name:de":"Alexandria","name:el":"Αλεξάνδρεια","name:en":"Alexandria","name:es":"Alejandría","name:fr":"Alexandrie","name:hi":"सिकन्दरिया","name:kn":"ಸಿಕಂದರಿಯಾ","name:mr":"सिकन्दरिया","name:ru":"Александрия","name:sk":"Alexandria","place":"city","population":"4546231","population:date":"2013","wikipedia":"en:Alexandria"
27565027	-6.8142737	39.2803756	city	Dar es Salaam	Dar es Salaam	Дар-эс-Салам	2497940	"name":"Dar es Salaam","is_in":"Tanzania","place":"city","name:da":"Dar es-Salaam","name:de":"Daressalam","name:el":"Νταρ ες Σαλάμ","name:en":"Dar es Salaam","name:he":"דאר א-סלאם","name:hi":"दार अस सलाम","name:kn":"ದಾರ್ ಅಸ್ ಸಲಾಮ್","name:lt":"Dar es Salamas","name:pl":"Dar es Salaam","name:ru":"Дар-эс-Салам","name:uk":"Дар-ес-Салам","name:zh":"達累斯薩拉姆","wikidata":"Q1960","wikipedia":"en:Dar es Salaam","population":"2497940","is_in:country":"Tanzania","is_in:continent":"Africa"
27565045	14.6934248	-17.4479377	city	Dakar	No data	Дакар	2396800	"admin_level":"2","capital":"yes","ele":"10","is_in":"Dakar,Senegal","is_in:continent":"Africa","is_in:country":"Senegal","is_in:country_code":"SN","is_in:iso_3166_2":"SN-DK","is_in:state":"Dakar","name":"Dakar","name:am":"ዳካር","name:ar":"دكار","name:arz":"داكار","name:be":"Дакар","name:bg":"Дакар","name:bn":"ডাকার","name:bo":"ཌ་ཀར།","name:ckb":"داکار","name:cv":"Дакар","name:de":"Dakar","name:el":"Ντακάρ","name:eo":"Dakaro","name:fa":"داکار","name:ga":"Dacár","name:gl":"Dacar - Dakar","name:he":"דקאר","name:hi":"डकार","name:hu":"Dakar","name:hy":"Դակար","name:is":"Dakar","name:ja":"ダカール","name:ka":"დაკარი","name:kk":"Дакар","name:kn":"ಡಕಾರ್","name:ko":"다카르","name:ku":"Dakar","name:ky":"Дакар","name:lt":"Dakaras","name:lv":"Dakara","name:mk":"Дакар","name:ml":"ഡാക്കർ","name:mr":"डकार","name:mrj":"Дакар","name:os":"Дакар","name:pl":"Dakar","name:pnb":"ڈا کار","name:ru":"Дакар","name:sr":"Дакар","name:sv":"Dakar","name:ta":"டக்கார்","name:tg":"Дакар","name:th":"ดาการ์","name:udm":"Дакар","name:uk":"Дакар","name:ur":"ڈاکار","name:wo":"Ndakaaru","name:yi":"דאקאר","name:zh":"達喀爾","place":"city","population":"2396800","population:date":"2011","wikipedia":"de:Dakar"
27565050	-26.2227778	27.89	city	Soweto	No data	No data	1270000	"name":"Soweto","is_in":"Gauteng, South Africa","place":"city","source":"sagns","name:he":"סווטו","sagns_id":"68940","wikipedia":"en:Soweto","population":"1270000","is_in:country":"South Africa","is_in:continent":"Africa"
27565062	9.5171253	-13.6999235	city	Conakry	No data	Конакри	1857153	"name":"Conakry","is_in":"Guinea","place":"city","capital":"yes","name:ar":"كوناكري","name:az":"Konakri","name:be":"Конакры","name:bg":"Конакри","name:bn":"কোনাক্রি","name:bo":"ཀོ་ནཀ་རི།","name:de":"Conakry","name:el":"Κονακρί","name:eo":"Konakrio","name:es":"Conakri","name:eu":"Konakry","name:fa":"کوناکری","name:ff":"Konaakiri","name:fy":"Konakry","name:he":"קונאקרי","name:ht":"Konakri","name:hu":"Conakry","name:hy":"Կոնակրի","name:is":"Kónakrí","name:ja":"コナクリ","name:ka":"კონაკრი","name:ko":"코나크리","name:ky":"Конакри","name:lt":"Konakris","name:lv":"Konakri","name:mk":"Конакри","name:mr":"कोनाक्री","name:pl":"Konakry","name:pt":"Conacri","name:ru":"Конакри","name:sk":"Konakry","name:so":"Konakri","name:sq":"Konakri","name:sr":"Конакри","name:sv":"Conakry","name:ta":"கொனாக்ரி","name:tg":"Конакри","name:th":"โกนากรี","name:tr":"Konakri","name:uk":"Конакрі","name:ur":"کوناکری","name:zh":"科納克里","name:ckb":"کۆناکری","name:mrj":"Конакри","name:nah":"Conacri","name:nov":"Konakri","name:pnb":"کوناکری","name:udm":"Конакри","wikipedia":"de:Conakry","population":"1857153","admin_level":"2","unocha:pcode":"GIN0020010200002","is_in:country":"Guinea","is_in:continent":"Africa","is_in:country_code":"GN"
27565065	4.7676576	7.0188527	city	Port Harcourt	No data	Порт-Харкорт	1382592	"name":"Port Harcourt","place":"city","capital":"4","name:ru":"Порт-Харкорт","name:uk":"Порт-Харкорт","wikidata":"Q217432","wikipedia":"en:Port Harcourt","population":"1382592","admin_level":"4"
27565066	7.3786064	3.8969928	city	Ibadan	No data	Ибадан	2338659	"name":"Ibadan","place":"city","source":"GNS","capital":"4","name:ru":"Ибадан","name:uk":"Ібадан","wikidata":"Q183298","wikipedia":"en:Ibadan","population":"2338659","admin_level":"4"
27565076	9.0107934	38.7612525	city	Addis Abeba	No data	Аддис-Абеба	3500000	"ele":"2355","name":"Addis Abeba","is_in":"Ethiopia","place":"city","capital":"yes","name:af":"Addis Abeba","name:am":"አዲስ አበባ","name:an":"Addis Abeba","name:ar":"أديس أبابا","name:az":"Əddis-Əbəbə","name:be":"Адыс-Абеба","name:bg":"Адис Абеба","name:bn":"আদ্দিস আবাবা","name:bo":"ཨ་ཌི་སི་ཨ་བ་བ།","name:br":"Addis Abeba","name:bs":"Adis Abeba","name:ca":"Addis Abeba","name:cs":"Addis Abeba","name:de":"Addis Abeba","name:el":"Αντίς Αμπέμπα","name:eo":"Adis-Abebo","name:es":"Adís Abeba","name:et":"Addis Abeba","name:eu":"Addis Abeba","name:fa":"آدیس آبابا","name:fi":"Addis Abeba","name:fr":"Addis-Abeba","name:fy":"Addis Abeba","name:ga":"Adas Ababa","name:gl":"Adís Abeba - አዲስ አበባ","name:he":"אדיס אבבה","name:hr":"Adis Abeba","name:ht":"Adis-Abeba","name:hu":"Addisz-Abeba","name:hy":"Ադիս Աբեբա","name:ie":"Addis Abeba","name:it":"Addis Abeba","name:ja":"アディスアベバ","name:ka":"ადის-აბება","name:kn":"ಅಡಿಸ್ ಅಬಾಬ","name:ko":"아디스아바바","name:ky":"Аддис-Абеба","name:la":"Neanthopolis","name:lb":"Addis Abeba","name:lt":"Adis Abeba","name:lv":"Adisabeba","name:mg":"Addis Abeba","name:mk":"Адис Абеба","name:ml":"അഡിസ് അബെബ","name:mn":"Аддис-Абеба","name:mr":"अदिस अबाबा","name:my":"အာဒစ် အာဘာဘာမြို့","name:nl":"Addis Abeba","name:nn":"Addis Abeba","name:no":"Addis Abeba","name:oc":"Addis Abeba","name:om":"Addis Abeba","name:os":"Аддис-Абебæ","name:pa":"ਆਦਿਸ ਆਬਬਾ","name:pl":"Addis Abeba","name:pt":"Adis Abeba","name:qu":"Adis Ababa","name:rm":"Addis Abeba","name:ro":"Addis Abeba","name:ru":"Аддис-Абеба","name:sh":"Adis Abeba","name:sk":"Addis Abeba","name:sl":"Adis Abeba","name:so":"Addis Abeba","name:sq":"Addis Abeba","name:sr":"Адис Абеба","name:sv":"Addis Abeba","name:ta":"அடிஸ் அபாபா","name:tg":"Аддис-Абеба","name:th":"แอดดิสอาบาบา","name:tl":"Adis Abeba","name:uk":"Аддис-Абеба","name:ur":"ادیس ابابا","name:wo":"Addis-Abeba","name:zh":"亞的斯亞貝巴","name:arz":"اديس ابابا","name:ckb":"ئادیس ئابابا","name:mrj":"Аддис-Абеба","name:nah":"Adis Abeba","name:new":"अदिस अबाबा","name:nov":"Adis Ababa","name:orm":"Finfinne","name:pnb":"ادیس ابابا","name:udm":"Аддис-Абеба","wikidata":"Q3624","wikipedia":"de:Addis Abeba","is_capital":"country","population":"3500000","admin_level":"2","name:bat-smg":"Adis Abeba","is_in:country":"Ethiopia","name:be-x-old":"Адыс-Абэба","is_in:continent":"Africa","is_in:country_code":"ET"
27565080	5.5600141	-0.2057437	city	Accra	No data	Аккра	2291352	"name":"Accra","is_in":"Ghana","place":"city","capital":"yes","name:ak":"Nkran","name:am":"አክራ","name:ar":"أكرا","name:az":"Akkra","name:be":"Акра","name:bg":"Акра","name:bo":"ཨ་ཁ་ར།","name:cv":"Аккра","name:de":"Accra","name:el":"Άκκρα","name:eo":"Akrao","name:es":"Acra","name:eu":"Akkra","name:fa":"آکرا","name:fy":"Akkra","name:he":"אקרה","name:ht":"Akra","name:hy":"Ակրա","name:is":"Akkra","name:ja":"アクラ","name:ka":"აკრა","name:kn":"ಅಕ್ಕ್ರಾ","name:ko":"아크라","name:ky":"Аккра","name:lt":"Akra","name:lv":"Akra","name:mk":"Акра","name:ml":"അക്ര","name:mr":"आक्रा","name:my":"အက်ခရာမြို့","name:os":"Аккрæ","name:pl":"Akra","name:pt":"Acra","name:ru":"Аккра","name:sk":"Akkra","name:sl":"Akra","name:sq":"Akra","name:sr":"Акра","name:sv":"Accra","name:ta":"அக்ரா","name:tg":"Аккра","name:th":"อักกรา","name:tr":"Akra, Gana","name:tw":"Nkran","name:uk":"Аккра","name:ur":"اکرا","name:yi":"אקרא","name:yo":"Aakrá","name:zh":"阿克拉","name:arz":"اكرا","name:ckb":"ئاکرا","name:mrj":"Аккра","name:nov":"Akra","name:pnb":"عکرہ","name:udm":"Аккра","name:xmf":"აკრა","wikidata":"Q3761","wikipedia":"en:Accra","is_capital":"country","population":"2291352","admin_level":"2","name:bat-smg":"Akra","is_in:country":"Ghana","is_in:continent":"Africa","is_in:country_code":"GH"
27565081	-25.9662133	32.5674498	city	Maputo	No data	Мапуту	1244227	"name":"Maputo","place":"city","capital":"yes","name:am":"ማፑቶ","name:ar":"مابوتو","name:az":"Maputu","name:be":"Мапуту","name:bg":"Мапуто","name:bo":"མ་པུ་ཊོ།","name:cs":"Maputo","name:el":"Μαπούτο","name:fa":"ماپوتو","name:he":"מפוטו","name:ht":"Mapouto","name:hu":"Maputo","name:hy":"Մապուտու","name:is":"Mapútó","name:ja":"マプト","name:ka":"მაპუტუ","name:kn":"ಮಾಪುಟೊ","name:ko":"마푸투","name:ky":"Мапуту","name:lt":"Maputu","name:lv":"Maputu","name:mk":"Мапуто","name:mr":"मापुतो","name:pl":"Maputo","name:ru":"Мапуту","name:so":"Mabuto","name:sr":"Мапуто","name:sv":"Maputo","name:ta":"மபூட்டோ","name:tg":"Мапуту","name:th":"มาปูโต","name:uk":"Мапуту","name:ur":"ماپوتو","name:zh":"馬普托","name:ckb":"ماپوتۆ","name:mrj":"Мапуту","name:pnb":"ماپوٹو","name:tet":"Maputu","name:udm":"Мапуту","wikipedia":"de:Maputo","population":"1244227","admin_level":"2","is_in:country":"Mozambique","is_in:continent":"Africa","is_in:country_code":"MZ"
27565105	-1.2832533	36.8172449	city	Nairobi	No data	Найроби	3138295	"admin_level":"2","capital":"yes","ele":"1661","is_capital":"country","is_in":"Kenya","is_in:continent":"Africa","is_in:country":"Kenya","is_in:country_code":"KE","is_in:iso_3166_2":"KE-30","name":"Nairobi","name:am":"ናይሮቢ","name:ar":"نيروبي","name:arz":"نايروبى","name:az":"Nayrobi","name:bat-smg":"Nairobis","name:be":"Найробі","name:bg":"Найроби","name:bn":"নাইরোবি","name:bo":"ནའི་རོ་བི།","name:ckb":"نایرۆبی","name:cs":"Nairobi","name:de":"Nairobi","name:el":"Ναϊρόμπι","name:eo":"Najrobo","name:fa":"نایروبی","name:fy":"Nairoby","name:he":"ניירובי","name:hi":"नैरोबी","name:ht":"Nayrobi","name:hu":"Nairobi","name:hy":"Նայրոբի","name:is":"Naíróbí","name:ja":"ナイロビ","name:ka":"ნაირობი","name:kk":"Найроби","name:kn":"ನೈರೋಬಿ","name:ko":"나이로비","name:ku":"Nairobî","name:ky":"Найроби","name:la":"Nairobia","name:lez":"Найроби","name:lt":"Nairobis","name:mk":"Најроби","name:ml":"നയ്റോബി","name:mn":"Найроби","name:mr":"नैरोबी","name:mrj":"Найроби","name:my":"နိုင်ရိုဘီမြို့","name:nov":"Nayrobi","name:oc":"Nairòbi","name:os":"Найроби","name:pl":"Nairobi","name:pms":"Nairòbi","name:pnb":"نیروبی","name:pt":"Nairóbi","name:ru":"Найроби","name:rue":"Найробі","name:sah":"Найроби","name:sk":"Nairobi","name:so":"Nayroobi","name:sr":"Најроби","name:sv":"Nairobi","name:ta":"நைரோபி","name:tg":"Найроби","name:th":"ไนโรบี","name:tk":"Naýrobi","name:tt":"Найроби","name:udm":"Найроби","name:ug":"نايروبى","name:uk":"Найробі","name:ur":"نیروبی","name:wuu":"内罗毕","name:yi":"נייראבי","name:zh":"內羅畢","name:zh-yue":"賴羅比","place":"city","population":"3138295","rank":"0","source:population":"wikipedia, 2009","wikipedia":"de:Nairobi"
27565111	11.8395257	13.1536509	city	Maiduguri	No data	Майдугури	1197497	"name":"Maiduguri","place":"city","capital":"4","name:ru":"Майдугури","name:uk":"Майдугурі","alt_name":"Yerwa","wikidata":"Q221436","wikipedia":"en:Maiduguri","population":"1197497","admin_level":"4"
27565116	-18.9100122	47.5255809	city	Antananarivo	No data	Антананариву	2000000	"ele":"1300","name":"Antananarivo","fixme":"ele,population","is_in":"Madagascar","place":"city","capital":"yes","name:am":"አንታናናሪቮ","name:ar":"أنتاناناريفو","name:az":"Antananarivu","name:be":"Антананарыву","name:bg":"Антананариво","name:bo":"ཨེན་ཊ་ན་ན་རི་བོ།","name:de":"Antananarivo","name:el":"Ανταναναρίβο","name:fa":"آنتاناناریوو","name:fr":"Tananarive","name:he":"אנטננריבו","name:hi":"अन्टाननरीवो","name:hu":"Antananarivo","name:hy":"Անտանանարիվու","name:is":"Antananarívó","name:ja":"アンタナナリボ","name:ka":"ანტანანარივუ","name:kn":"ಅನ್ಟಾನನರೀವೋ","name:ko":"안타나나리보","name:ku":"Antananarivo","name:ky":"Антананариву","name:lt":"Antananaryvas","name:lv":"Antananarivu","name:mk":"Антананариво","name:ml":"ആന്റനനറീവൊ","name:mr":"अंतानानारिव्हो","name:os":"Антананариву","name:pl":"Antananarywa","name:ru":"Антананариву","name:so":"Antananarifo","name:sr":"Антананариво","name:sv":"Antananarivo","name:ta":"அண்டனானரீவோ","name:tg":"Антананариву","name:th":"อันตานานาริโว","name:uk":"Антананаріву","name:ur":"اینٹانانیریو","name:wo":"Antananariwo","name:zh":"塔那那利佛","loc_name":"Tana","name:ckb":"ئانتاناناریڤۆ","name:mrj":"Антананариву","name:pnb":"انٹاناناریوو","name:udm":"Антананариву","old_name":"Tananarive","wikipedia":"en:Antananarivo","is_capital":"country","population":"2000000","admin_level":"2","alt_name:is":"Tananarive","is_in:country":"Madagascar","name:be-tarask":"Антананарыва","is_in:continent":"Africa","is_in:iso_3166_2":"MG-T","is_in:country_code":"MG"
